Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Facility Type,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Borough,Latitude,Longitude
32277169,12/25/2015 15:52,1/3/2016 1:07,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,STAIRS,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,1/3/2016 1:07,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32273306,12/25/2015 15:52,1/3/2016 1:07,HPD,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,1/3/2016 1:07,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32277182,12/25/2015 15:52,1/3/2016 1:07,HPD,Department of Housing Preservation and Development,OUTSIDE BUILDING,PAVEMENT,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,1/3/2016 1:07,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32276617,12/25/2015 15:52,1/3/2016 19:42,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,1/3/2016 19:42,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32272485,12/25/2015 15:51,12/26/2015 12:00,DSNY,Bronx 04,Sanitation Condition,12 Dead Animals,Sidewalk,10452,GERARD AVENUE,GERARD AVENUE,EAST  168 STREET,EAST  169 STREET,,,BLOCKFACE,BRONX,N/A,,12/26/2015 12:00,04 BRONX,BRONX,1006561,244217,BRONX,40.83696637,-73.91937079
32277163,12/25/2015 15:50,1/4/2016 8:09,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10458,689 EAST  187 STREET,EAST  187 STREET,,,,,ADDRESS,BRONX,N/A,,1/4/2016 8:09,06 BRONX,BRONX,1016054,250555,BRONX,40.85433322,-73.88503422
32277247,12/25/2015 15:50,1/4/2016 8:09,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10458,689 EAST  187 STREET,EAST  187 STREET,,,,,ADDRESS,BRONX,N/A,,1/4/2016 8:09,06 BRONX,BRONX,1016054,250555,BRONX,40.85433322,-73.88503422
32276487,12/25/2015 15:50,1/5/2016 9:13,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10458,689 EAST  187 STREET,EAST  187 STREET,,,,,ADDRESS,BRONX,N/A,,1/5/2016 9:13,06 BRONX,BRONX,1016054,250555,BRONX,40.85433322,-73.88503422
32276614,12/25/2015 15:50,1/4/2016 8:09,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10458,689 EAST  187 STREET,EAST  187 STREET,,,,,ADDRESS,BRONX,N/A,,1/4/2016 8:09,06 BRONX,BRONX,1016054,250555,BRONX,40.85433322,-73.88503422
32273593,12/25/2015 15:50,1/4/2016 8:09,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10458,689 EAST  187 STREET,EAST  187 STREET,,,,,ADDRESS,BRONX,N/A,,1/4/2016 8:09,06 BRONX,BRONX,1016054,250555,BRONX,40.85433322,-73.88503422
32277665,12/25/2015 15:50,1/4/2016 8:09,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10458,689 EAST  187 STREET,EAST  187 STREET,,,,,ADDRESS,BRONX,N/A,,1/4/2016 8:09,06 BRONX,BRONX,1016054,250555,BRONX,40.85433322,-73.88503422
32276490,12/25/2015 15:48,1/5/2016 19:57,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10039,250 WEST  146 STREET,WEST  146 STREET,,,,,ADDRESS,NEW YORK,N/A,,1/5/2016 19:57,10 MANHATTAN,MANHATTAN,1000835,239098,MANHATTAN,40.82292879,-73.94007649
32272075,12/25/2015 15:47,12/25/2015 15:47,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11221,805 MONROE STREET,MONROE STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/25/2015 0:00,03 BROOKLYN,BROOKLYN,1005165,190112,BROOKLYN,40.68846558,-73.92458409
32271786,12/25/2015 15:47,12/25/2015 18:51,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,461 SAINT JOHNS PLACE,SAINT JOHNS PLACE,WASHINGTON AVENUE,CLASSON AVENUE,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 23:47,12/25/2015 18:51,08 BROOKLYN,BROOKLYN,994671,184648,BROOKLYN,40.67348672,-73.9624321
32272819,12/25/2015 15:46,12/28/2015 12:13,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10128,,,,,EAST   88 STREET,LEXINGTON AVENUE,INTERSECTION,NEW YORK,N/A,1/4/2016 15:46,12/28/2015 12:13,08 MANHATTAN,MANHATTAN,996815,223747,MANHATTAN,40.78080114,-73.95462994
32271849,12/25/2015 15:45,12/25/2015 16:34,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11432,90-33 160 STREET,160 STREET,90 AVENUE,JAMAICA AVENUE,,,ADDRESS,JAMAICA,Precinct,12/25/2015 23:45,12/25/2015 16:34,12 QUEENS,QUEENS,1039733,196171,QUEENS,40.70494689,-73.7998882
32274824,12/25/2015 15:45,2/6/2016 9:21,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10014,321 WEST   11 STREET,WEST   11 STREET,,,,,ADDRESS,NEW YORK,N/A,,2/6/2016 9:21,02 MANHATTAN,MANHATTAN,982239,207300,MANHATTAN,40.73566704,-74.00725646
32272267,12/25/2015 15:45,12/25/2015 19:12,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11373,51-21 94 STREET,94 STREET,51 AVENUE,52 AVENUE,,,ADDRESS,ELMHURST,Precinct,12/25/2015 23:45,12/25/2015 19:12,04 QUEENS,QUEENS,1020507,209041,QUEENS,40.74037156,-73.86916159
32287735,12/25/2015 15:45,12/28/2015 12:00,DSNY,BCC - Queens West,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,11385,,,,,MYRTLE AVENUE,72 STREET,INTERSECTION,Ridgewood,DSNY Garage,,12/28/2015 12:00,05 QUEENS,QUEENS,1018007,195111,QUEENS,40.702147,-73.87825304
32271817,12/25/2015 15:44,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Spoiled,Restaurant/Bar/Deli/Bakery,10002,175 CLINTON STREET,CLINTON STREET,GRAND STREET,EAST BROADWAY,,,ADDRESS,NEW YORK,N/A,2/23/2016 15:44,12/28/2015 15:07,03 MANHATTAN,MANHATTAN,987871,199990,MANHATTAN,40.71560235,-73.98693798
32276550,12/25/2015 15:44,12/28/2015 16:52,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11207,637 WILSON AVENUE,WILSON AVENUE,,,,,ADDRESS,BROOKLYN,N/A,,12/28/2015 16:52,04 BROOKLYN,BROOKLYN,1010326,190486,BROOKLYN,40.68947843,-73.90597298
32272434,12/25/2015 15:44,12/25/2015 17:01,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10469,,,,,ASTOR AVENUE,TENBROECK AVENUE,INTERSECTION,BRONX,Precinct,12/25/2015 23:44,12/25/2015 17:01,11 BRONX,BRONX,1024893,252550,BRONX,40.85977262,-73.85307077
32274253,12/25/2015 15:43,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10009,189 AVENUE C,AVENUE C,,,,,ADDRESS,NEW YORK,N/A,,12/25/2015 0:00,03 MANHATTAN,MANHATTAN,990671,204083,MANHATTAN,40.72683506,-73.97683365
32277037,12/25/2015 15:42,12/30/2015 10:19,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/30/2015 10:19,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32273798,12/25/2015 15:42,12/30/2015 10:19,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/30/2015 10:19,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32274760,12/25/2015 15:42,12/30/2015 10:19,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/30/2015 10:19,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32276950,12/25/2015 15:42,12/30/2015 10:19,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/30/2015 10:19,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32273866,12/25/2015 15:42,12/30/2015 10:19,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/30/2015 10:19,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32276622,12/25/2015 15:42,12/30/2015 10:19,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/30/2015 10:19,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32274812,12/25/2015 15:42,12/30/2015 10:19,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/30/2015 10:19,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32272842,12/25/2015 15:41,12/28/2015 12:00,DSNY,BCC - Queens East,Missed Collection (All Materials),1R Missed Recycling-All Materials,Sidewalk,11358,168-14 32 AVENUE,32 AVENUE,168 STREET,169 STREET,,,ADDRESS,Flushing,DSNY Garage,,12/28/2015 12:00,07 QUEENS,QUEENS,1040500,219462,QUEENS,40.76886991,-73.79692711
32272838,12/25/2015 15:41,12/30/2015 12:00,DSNY,BCC - Brooklyn South,Missed Collection (All Materials),1R Missed Recycling-All Materials,Sidewalk,11219,1370 53 STREET,53 STREET,13 AVENUE,14 AVENUE,,,ADDRESS,BROOKLYN,DSNY Garage,,12/30/2015 12:00,12 BROOKLYN,BROOKLYN,986186,169500,BROOKLYN,40.63191469,-73.99302503
32272219,12/25/2015 15:40,12/28/2015 11:03,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Collapsed,Sidewalk,11212,265 LIVONIA AVENUE,LIVONIA AVENUE,ROCKAWAY AVENUE,WATKINS STREET,,,ADDRESS,BROOKLYN,N/A,12/28/2015 15:40,12/28/2015 11:03,16 BROOKLYN,BROOKLYN,1009718,180718,BROOKLYN,40.66266925,-73.90820227
32272200,12/25/2015 15:39,12/29/2015 11:10,DOT,Department of Transportation,Street Condition,Pothole,,11236,2048 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,SEAVIEW AVENUE,SKIDMORE AVENUE,,,ADDRESS,BROOKLYN,N/A,,12/29/2015 11:10,18 BROOKLYN,BROOKLYN,1015104,169923,BROOKLYN,40.63302221,-73.88883818
32276680,12/25/2015 15:38,12/30/2015 10:19,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/30/2015 10:19,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32273595,12/25/2015 15:38,12/30/2015 10:19,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/30/2015 10:19,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32273655,12/25/2015 15:38,12/30/2015 15:40,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/30/2015 15:40,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32273679,12/25/2015 15:38,12/30/2015 10:19,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/30/2015 10:19,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32276686,12/25/2015 15:38,12/30/2015 10:19,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,DOOR/FRAME,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/30/2015 10:19,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32274220,12/25/2015 15:38,12/30/2015 10:19,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/30/2015 10:19,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32274458,12/25/2015 15:38,12/30/2015 10:19,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/30/2015 10:19,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32276486,12/25/2015 15:38,12/30/2015 10:19,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WINDOW/FRAME,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/30/2015 10:19,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32275698,12/25/2015 15:38,12/30/2015 10:19,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CABINET,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/30/2015 10:19,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32275338,12/25/2015 15:38,12/30/2015 10:19,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,RADIATOR,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/30/2015 10:19,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32273140,12/25/2015 15:38,12/25/2015 18:57,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,265 BLEECKER STREET,BLEECKER STREET,MYRTLE AVENUE,IRVING AVENUE,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 23:38,12/25/2015 18:57,04 BROOKLYN,BROOKLYN,1007243,194082,BROOKLYN,40.69935716,-73.91707764
32271487,12/25/2015 15:37,12/25/2015 17:32,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11691,13-82 MCBRIDE STREET,MCBRIDE STREET,DIX AVENUE,NAMEOKE AVENUE,,,ADDRESS,FAR ROCKAWAY,Precinct,12/25/2015 23:37,12/25/2015 17:32,14 QUEENS,QUEENS,1051788,160869,QUEENS,40.60796723,-73.75676291
32270804,12/25/2015 15:36,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Sidewalk Consultation,Street,11229,2375 EAST 23 STREET,EAST 23 STREET,AVENUE W,AVENUE X,,,ADDRESS,BROOKLYN,N/A,1/24/2016 15:36,,15 BROOKLYN,BROOKLYN,998863,155601,BROOKLYN,40.59375296,-73.94738277
32272038,12/25/2015 15:36,12/30/2015 13:17,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11367,144-29 JEWEL AVENUE,JEWEL AVENUE,MAIN ST,147 ST,,,ADDRESS,Flushing,N/A,,12/30/2015 13:17,08 QUEENS,QUEENS,1033378,205374,QUEENS,40.73024443,-73.82274169
32272510,12/25/2015 15:35,12/25/2015 23:25,NYPD,New York City Police Department,Vending,In Prohibited Area,Street/Sidewalk,10018,32 WEST 40 STREET,WEST 40 STREET,5 AVENUE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,Precinct,12/25/2015 23:35,12/25/2015 23:25,05 MANHATTAN,MANHATTAN,988956,213503,MANHATTAN,40.7526917,-73.98301461
32270823,12/25/2015 15:35,12/31/2015 12:00,DSNY,BCC - Brooklyn South,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11234,1256 EAST   69 STREET,EAST   69 STREET,AVENUE L,AVENUE M,,,ADDRESS,BROOKLYN,DSNY Garage,,12/31/2015 12:00,18 BROOKLYN,BROOKLYN,1007843,166778,BROOKLYN,40.62441217,-73.91500933
32275565,12/25/2015 15:34,,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11226,324 EAST   31 STREET,EAST   31 STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/25/2015 0:00,17 BROOKLYN,BROOKLYN,998758,173384,BROOKLYN,40.64256377,-73.94772263
32274308,12/25/2015 15:34,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11226,324 EAST   31 STREET,EAST   31 STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/25/2015 0:00,17 BROOKLYN,BROOKLYN,998758,173384,BROOKLYN,40.64256377,-73.94772263
32271424,12/25/2015 15:34,12/25/2015 18:50,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,72-22 72 PLACE,72 PLACE,COOPER AVENUE,MYRTLE AVENUE,,,ADDRESS,RIDGEWOOD,Precinct,12/25/2015 23:34,12/25/2015 18:50,05 QUEENS,QUEENS,1018174,195405,QUEENS,40.70295332,-73.87764926
32271869,12/25/2015 15:34,12/25/2015 17:08,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11354,40-05 147 STREET,147 STREET,ROOSEVELT AVENUE,LONG ISLAND RAILROAD,,,ADDRESS,FLUSHING,Precinct,12/25/2015 23:34,12/25/2015 17:08,07 QUEENS,QUEENS,1034529,217093,QUEENS,40.76240361,-73.81850118
32272032,12/25/2015 15:34,,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11375,110-15 63 DRIVE,63 DRIVE,110 ST,GRAND CENTRAL PKWY,,,ADDRESS,Forest Hills,N/A,,12/25/2015 20:00,06 QUEENS,QUEENS,1026624,206897,QUEENS,40.73445962,-73.84710109
32271065,12/25/2015 15:33,12/27/2015 0:00,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,11412,202-14 109 AVENUE,109 AVENUE,,,,,ADDRESS,Saint Albans,N/A,,12/27/2015 0:00,12 QUEENS,QUEENS,1051874,197239,QUEENS,40.70779383,-73.75608846
32271896,12/25/2015 15:33,12/25/2015 22:09,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10305,40 MCLAUGHLIN STREET,MCLAUGHLIN STREET,OLYMPIA BOULEVARD,AGNES PLACE,,,ADDRESS,STATEN ISLAND,Precinct,12/25/2015 23:33,12/25/2015 22:09,02 STATEN ISLAND,STATEN ISLAND,963887,154441,STATEN ISLAND,40.59055765,-74.07331783
32272629,12/25/2015 15:32,12/26/2015 2:20,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10470,720 EAST 243 STREET,EAST 243 STREET,WHITE PLAINS ROAD,BARNES AVENUE,,,ADDRESS,BRONX,Precinct,12/25/2015 23:32,12/26/2015 2:20,12 BRONX,BRONX,1026130,269473,BRONX,40.90621512,-73.84849307
32271407,12/25/2015 15:32,12/28/2015 11:45,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11220,648 52 STREET,52 STREET,6 AVE,7 AVE,,,ADDRESS,BROOKLYN,N/A,,12/28/2015 11:45,07 BROOKLYN,BROOKLYN,981973,173173,BROOKLYN,40.64199621,-74.00820475
32275031,12/25/2015 15:31,12/31/2015 11:16,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11368,97-11 HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,,,,,ADDRESS,Corona,N/A,,12/31/2015 11:16,04 QUEENS,QUEENS,1022370,207058,QUEENS,40.73492089,-73.86244994
32274705,12/25/2015 15:31,12/31/2015 11:16,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11368,97-11 HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,,,,,ADDRESS,Corona,N/A,,12/31/2015 11:16,04 QUEENS,QUEENS,1022370,207058,QUEENS,40.73492089,-73.86244994
32272364,12/25/2015 15:31,1/6/2016 15:04,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11101,1-50 50 AVENUE,50 AVENUE,CENTER BLVD,2 ST,,,ADDRESS,Long Island City,N/A,,1/6/2016 15:04,02 QUEENS,QUEENS,995645,210208,QUEENS,40.74364166,-73.95887756
32272544,12/25/2015 15:30,12/25/2015 17:39,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11214,73 BAY 17 STREET,BAY 17 STREET,86 STREET,BENSON AVENUE,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 23:30,12/25/2015 17:39,11 BROOKLYN,BROOKLYN,982933,160208,BROOKLYN,40.60641019,-74.00474304
32272081,12/25/2015 15:28,12/26/2015 0:13,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10003,4 UNIVERSITY PLACE,UNIVERSITY PLACE,WASHINGTON SQUARE NORTH,WASHINGTON MEWS,,,ADDRESS,NEW YORK,Precinct,12/25/2015 23:28,12/26/2015 0:13,02 MANHATTAN,MANHATTAN,985539,205588,MANHATTAN,40.73096815,-73.99534912
32271284,12/25/2015 15:28,12/25/2015 16:53,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,60-23 LINDEN STREET,LINDEN STREET,60 PLACE,FRESH POND ROAD,,,ADDRESS,RIDGEWOOD,Precinct,12/25/2015 23:28,12/25/2015 16:53,05 QUEENS,QUEENS,1011715,197674,QUEENS,40.70920359,-73.9009351
32275694,12/25/2015 15:26,12/28/2015 15:19,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11412,202-14 109 AVENUE,109 AVENUE,,,,,ADDRESS,Saint Albans,N/A,,12/28/2015 15:19,12 QUEENS,QUEENS,1051874,197239,QUEENS,40.70779383,-73.75608846
32275991,12/25/2015 15:25,1/3/2016 19:42,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,1/3/2016 19:42,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32275375,12/25/2015 15:25,1/3/2016 1:07,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,1/3/2016 1:07,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32273436,12/25/2015 15:25,1/3/2016 1:07,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,1/3/2016 1:07,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32275386,12/25/2015 15:25,1/3/2016 1:07,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,1/3/2016 1:07,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32277036,12/25/2015 15:25,1/3/2016 19:42,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,1/3/2016 19:42,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32275335,12/25/2015 15:25,1/3/2016 19:42,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,1/3/2016 19:42,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32275385,12/25/2015 15:25,1/3/2016 19:42,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,1/3/2016 19:42,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
32277121,12/25/2015 15:25,1/3/2016 19:42,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11211,218 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,N/A,,1/3/2016 19:42,01 BROOKLYN,BROOKLYN,995624,198392,BROOKLYN,40.71120965,-73.95897332
